order_id,customer_id,order_date,total_amount,shipping_address,status,delivery_date
ORD00565,CUST0076,10-03-2025,65645,"2655 Johnny Extension, Brendanburgh, HI 19369",Shipped,12-03-2025
ORD00566,CUST0012,17-03-2025,3226.26,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Shipped,21-06-2025
ORD00567,CUST0011,23-11-2024,51166.08,"74388 Candice Isle Apt. 687, Barnesland, PA 07149",Delivered,07-02-2025
ORD00568,CUST0080,20-11-2024,29193.39,"9962 Raven Stravenue, Davisstad, KY 80603",Cancelled,17-05-2025
ORD00569,CUST0140,30-08-2024,4649,"80977 Richard Radial Apt. 007, Alberttown, MO 50307",Cancelled,07-04-2025
ORD00570,CUST0065,23-09-2024,25746.84,"USS Gonzalez, FPO AE 62081",Pending,12-04-2025
ORD00571,CUST0049,05-03-2025,4293.43,"04074 Steele Field Suite 491, Michaelbury, MS 42681",Delivered,12-04-2025
ORD00572,CUST0092,20-11-2024,38170.34,"54853 Kevin Harbor, Alvarezview, MD 34468",Pending,28-12-2024
ORD00573,CUST0085,15-10-2024,22691.09,"962 Hawkins Summit Suite 417, Lake Erinstad, AK 00686",Delivered,07-04-2025
ORD00574,CUST0032,11-10-2024,39439.57,"134 Brown Locks, Port Frederick, LA 48609",Delivered,04-04-2025
ORD00575,CUST0112,22-11-2024,1896.86,"50522 Tracy Plaza, Zacharyburgh, AZ 79247",Cancelled,03-12-2024
ORD00576,CUST0113,11-10-2024,31461.94,"051 Rhonda Heights, New Danielleton, SD 52959",Cancelled,13-06-2025
ORD00577,CUST0087,16-12-2024,25383.37,"7240 Dunn Junction Apt. 327, Port Margaretland, CO 45789",Shipped,12-03-2025
ORD00578,CUST0128,08-11-2024,11305.96,"530 Theresa Plain, Barbaraland, LA 68274",Cancelled,30-05-2025
ORD00579,CUST0095,16-05-2025,20040.28,"813 Matthew Forge, Lake Josephport, TN 23892",Delivered,16-05-2025
ORD00580,CUST0022,19-10-2024,35408.06,"19507 Elizabeth Trafficway, New Shane, MS 90914",Cancelled,20-11-2024
ORD00581,CUST0021,21-01-2025,5815.79,"91232 Kara Locks, Josephchester, MS 92302",Cancelled,07-02-2025
ORD00582,CUST0047,16-03-2025,15256.71,"PSC 1453, Box 5727, APO AP 83591",Delivered,28-05-2025
ORD00583,CUST0083,22-12-2024,28017.32,"69059 Tucker Turnpike, Palmerstad, WA 88011",Pending,04-02-2025
ORD00584,CUST0021,15-10-2024,15807.03,"91232 Kara Locks, Josephchester, MS 92302",Delivered,24-05-2025
ORD00585,CUST0076,25-02-2025,23799.26,"2655 Johnny Extension, Brendanburgh, HI 19369",Delivered,18-03-2025
ORD00586,CUST0115,08-02-2025,49372.62,"8142 Robinson Trace, Port Jocelyntown, ID 79037",Cancelled,27-04-2025
ORD00587,CUST0043,11-11-2024,65773.97,"7797 Patterson Motorway Apt. 391, Martinezfurt, NE 82801",Cancelled,10-02-2025
ORD00588,CUST0090,14-02-2025,6567.62,"99766 Gerald Vista, Mckinneystad, WV 91615",Cancelled,21-03-2025
ORD00589,CUST0011,06-01-2025,8999.92,"74388 Candice Isle Apt. 687, Barnesland, PA 07149",Delivered,26-01-2025
ORD00590,CUST0112,23-06-2025,28706.75,"50522 Tracy Plaza, Zacharyburgh, AZ 79247",Delivered,24-06-2025
ORD00591,CUST0015,25-07-2024,6973.5,"3638 Alvarado Run, New Bonnieton, UT 60493",Pending,11-09-2024
ORD00592,CUST0104,12-12-2024,4066.98,"8847 Isabel Station, Port Alexandria, VT 17876",Delivered,03-06-2025
ORD00593,CUST0132,04-05-2025,33932.55,"17701 Lee Village, South Benjamin, CT 34286",Shipped,11-06-2025
ORD00594,CUST0008,28-06-2024,11609,"190 Thomas Junction, North Jeffreymouth, KY 96998",Shipped,06-09-2024
ORD00595,CUST0113,01-08-2024,23603.55,"051 Rhonda Heights, New Danielleton, SD 52959",Pending,26-03-2025
ORD00596,CUST0033,06-09-2024,24320.81,"085 Sheila Fork, Jenniferberg, PA 03137",Pending,21-10-2024
ORD00597,CUST0061,01-06-2025,18435.12,"PSC 1073, Box 2470, APO AP 25162",Delivered,02-06-2025
ORD00598,CUST0093,30-05-2025,22019.61,"8712 Hannah Springs Suite 620, Benjaminport, NE 88927",Cancelled,03-06-2025
ORD00599,CUST0146,20-03-2025,12238.18,"090 Campbell Ramp, Hillbury, OH 93809",Pending,14-05-2025
ORD00600,CUST0040,21-10-2024,4698.39,"915 Williams Oval Suite 288, South Maryberg, OR 02107",Cancelled,14-11-2024
ORD00601,CUST0095,25-10-2024,66301,"813 Matthew Forge, Lake Josephport, TN 23892",Delivered,04-05-2025
ORD00602,CUST0114,10-03-2025,4744.66,"09944 Jasmine Ranch, Alexanderland, WA 94550",Pending,10-06-2025
ORD00603,CUST0147,13-07-2024,15131.45,"61857 Brown Lane Suite 975, West Richard, NE 73998",Shipped,14-04-2025
ORD00604,CUST0136,10-07-2024,24469.59,"32208 Singh Passage, South Anthonyton, UT 59106",Delivered,08-08-2024
ORD00605,CUST0102,07-10-2024,18386.43,"839 Gallagher Flat, North Crystal, AK 75700",Delivered,01-04-2025
ORD00606,CUST0072,23-09-2024,8467.99,"4691 Reyes Extension Apt. 334, New Kathy, FL 74751",Shipped,06-02-2025
ORD00607,CUST0030,26-04-2025,50378.46,"USCGC Mcintosh, FPO AA 10459",Pending,01-05-2025
ORD00608,CUST0048,28-04-2025,11496.29,"03868 Alfred Harbor, Jessicaport, OK 85057",Cancelled,05-05-2025
ORD00609,CUST0133,08-06-2025,22986.71,"656 Hughes Brooks Suite 558, Garciamouth, CO 74994",Cancelled,08-06-2025
ORD00610,CUST0144,04-08-2024,3970.12,"577 Cody Loop, North Wendy, ID 28886",Pending,17-09-2024
ORD00611,CUST0068,24-02-2025,9274.06,"04606 Wilcox Brooks, Richardmouth, KS 27895",Delivered,26-05-2025
ORD00612,CUST0115,22-07-2024,39957.56,"8142 Robinson Trace, Port Jocelyntown, ID 79037",Shipped,02-06-2025
ORD00613,CUST0074,22-04-2025,30598.77,"89323 Sharon Views Suite 101, North Annette, WV 96989",Cancelled,03-06-2025
ORD00614,CUST0052,08-10-2024,6652.53,"353 Watson Fields, Danielbury, MT 50463",Pending,17-11-2024
ORD00615,CUST0035,19-05-2025,26203.35,"879 Long Highway, Donaldberg, SC 00661",Pending,05-06-2025
ORD00616,CUST0116,27-06-2024,29568.51,"PSC 2572, Box 6881, APO AP 12909",Shipped,29-09-2024
ORD00617,CUST0114,30-05-2025,12930.25,"09944 Jasmine Ranch, Alexanderland, WA 94550",Pending,10-06-2025
ORD00618,CUST0082,27-03-2025,25686.4,"9644 Mullins Lights, Port Davidton, DE 23696",Delivered,03-06-2025
ORD00619,CUST0017,05-08-2024,24924.59,"26755 George Corner Apt. 076, Ritaside, DC 31691",Delivered,18-05-2025
ORD00620,CUST0077,16-08-2024,9690.45,"80735 Jordan View Suite 904, Lake Nicole, WI 55699",Shipped,19-04-2025
ORD00621,CUST0045,27-01-2025,405.3,"47504 Martinez Locks Suite 175, Michaelberg, AZ 49693",Delivered,23-06-2025
ORD00622,CUST0131,05-09-2024,42632.53,"37507 Moody Mews, New Peggy, NM 36067",Shipped,05-03-2025
ORD00623,CUST0032,03-08-2024,59134.92,"134 Brown Locks, Port Frederick, LA 48609",Shipped,01-02-2025
ORD00624,CUST0036,08-12-2024,31628.47,"46988 Erin Glen, Williamshire, WY 87033",Shipped,21-03-2025
ORD00625,CUST0127,29-07-2024,5144.31,"2296 Miller Point, Littleside, MI 45162",Pending,28-10-2024
ORD00626,CUST0093,15-01-2025,8225.85,"8712 Hannah Springs Suite 620, Benjaminport, NE 88927",Delivered,03-03-2025
ORD00627,CUST0120,11-02-2025,38652.72,"4976 Bradley Centers, New Russellhaven, OR 66564",Shipped,01-04-2025
ORD00628,CUST0023,18-07-2024,8259.95,"574 Adams Corners Suite 929, South Jessicabury, MD 28232",Pending,27-09-2024
ORD00629,CUST0080,01-02-2025,2274.19,"9962 Raven Stravenue, Davisstad, KY 80603",Cancelled,08-06-2025
ORD00630,CUST0123,14-02-2025,48756.13,"5651 Clinton Mountains, North Brian, NM 79514",Cancelled,15-03-2025
ORD00631,CUST0105,29-11-2024,11353.05,"467 Floyd Center Apt. 365, North Amberfurt, MI 25792",Pending,17-01-2025
ORD00632,CUST0033,04-06-2025,6600.95,"085 Sheila Fork, Jenniferberg, PA 03137",Delivered,13-06-2025
ORD00633,CUST0019,17-09-2024,19032.6,"441 Lowe Road Apt. 977, Whiteheadmouth, NJ 16120",Cancelled,01-10-2024
ORD00634,CUST0120,04-02-2025,45853.31,"4976 Bradley Centers, New Russellhaven, OR 66564",Delivered,23-03-2025
ORD00635,CUST0033,21-05-2025,30182.57,"085 Sheila Fork, Jenniferberg, PA 03137",Shipped,02-06-2025
ORD00636,CUST0034,11-09-2024,1602.98,"190 Katherine Loop, Port Tracytown, PA 29478",Cancelled,29-03-2025
ORD00637,CUST0129,24-02-2025,45261.45,"556 Hernandez Loaf, Reillychester, NE 33398",Pending,18-04-2025
ORD00638,CUST0032,15-03-2025,43164.16,"134 Brown Locks, Port Frederick, LA 48609",Shipped,17-06-2025
ORD00639,CUST0078,23-07-2024,37010.21,"907 Susan Drive, Avilaborough, ME 21696",Shipped,12-04-2025
ORD00640,CUST0042,01-06-2025,50933.02,"2922 Bradley Stream, Fleminghaven, DC 03253",Delivered,06-06-2025
ORD00641,CUST0058,24-06-2025,23201.99,"2818 Gordon Locks, East Haley, ME 84438",Delivered,24-06-2025
ORD00642,CUST0133,21-10-2024,43966.5,"656 Hughes Brooks Suite 558, Garciamouth, CO 74994",Delivered,15-03-2025
ORD00643,CUST0021,21-03-2025,18338.64,"91232 Kara Locks, Josephchester, MS 92302",Delivered,15-06-2025
ORD00644,CUST0051,05-08-2024,27737.86,"68444 Smith Creek, Jacobfort, NJ 32043",Delivered,11-06-2025
ORD00645,CUST0033,11-06-2025,39782.17,"085 Sheila Fork, Jenniferberg, PA 03137",Delivered,14-06-2025
ORD00646,CUST0137,10-05-2025,45765.58,"3901 Oliver Course, North Ryanside, ND 53519",Pending,10-06-2025
ORD00647,CUST0129,06-10-2024,25896.97,"556 Hernandez Loaf, Reillychester, NE 33398",Shipped,22-04-2025
ORD00648,CUST0149,08-08-2024,12730.5,"809 Aaron Key, Princehaven, FL 60459",Shipped,27-09-2024
ORD00649,CUST0044,06-10-2024,16411,"9881 George Forges, Newmanburgh, WV 34676",Delivered,24-12-2024
ORD00650,CUST0145,29-03-2025,4394.02,"144 Ortiz Squares, Brandonfort, OH 10167",Pending,24-05-2025
ORD00651,CUST0008,15-09-2024,15172.25,"190 Thomas Junction, North Jeffreymouth, KY 96998",Pending,27-01-2025
ORD00652,CUST0012,03-10-2024,13727.26,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Delivered,17-04-2025
ORD00653,CUST0054,16-11-2024,25978.8,"971 Jones Locks Apt. 431, Delgadoborough, KY 65014",Cancelled,11-05-2025
ORD00654,CUST0008,22-01-2025,42703.57,"190 Thomas Junction, North Jeffreymouth, KY 96998",Cancelled,30-01-2025
ORD00655,CUST0140,12-05-2025,26310.07,"80977 Richard Radial Apt. 007, Alberttown, MO 50307",Delivered,18-06-2025
ORD00656,CUST0078,17-12-2024,39343.28,"907 Susan Drive, Avilaborough, ME 21696",Cancelled,19-05-2025
ORD00657,CUST0063,07-12-2024,46172.63,"334 York Cove, Duncanfort, TN 35189",Cancelled,18-12-2024
ORD00658,CUST0077,06-11-2024,36936.64,"80735 Jordan View Suite 904, Lake Nicole, WI 55699",Cancelled,02-06-2025
ORD00659,CUST0019,14-07-2024,12919.21,"441 Lowe Road Apt. 977, Whiteheadmouth, NJ 16120",Pending,09-01-2025
ORD00660,CUST0041,11-08-2024,87515.9,"78498 Hernandez Stream Suite 205, Sandersmouth, IL 82609",Cancelled,15-04-2025
ORD00661,CUST0107,05-02-2025,83983.49,"2746 Kennedy Point Suite 946, South Jose, OH 06545",Cancelled,19-04-2025
ORD00662,CUST0119,09-03-2025,33717.88,"30109 John Glen Apt. 937, West Matthewtown, OH 72997",Shipped,13-06-2025
ORD00663,CUST0088,28-02-2025,33339.34,"4162 Love Plain, New Eric, MD 67303",Shipped,17-06-2025
ORD00664,CUST0081,23-06-2025,15448.8,"661 Patterson Motorway, Peterton, ID 33359",Delivered,24-06-2025
ORD00665,CUST0089,08-07-2024,24265.07,"778 Julie Square Apt. 351, Seanton, OK 88371",Cancelled,28-08-2024
ORD00666,CUST0034,29-11-2024,36008.24,"190 Katherine Loop, Port Tracytown, PA 29478",Delivered,26-01-2025
ORD00667,CUST0132,05-08-2024,11455.15,"17701 Lee Village, South Benjamin, CT 34286",Pending,22-12-2024
ORD00668,CUST0082,24-03-2025,26000.79,"9644 Mullins Lights, Port Davidton, DE 23696",Shipped,29-05-2025
ORD00669,CUST0120,10-08-2024,18790.82,"4976 Bradley Centers, New Russellhaven, OR 66564",Pending,10-01-2025
ORD00670,CUST0069,13-05-2025,13216.08,"258 Michael Roads, Maxwellberg, AK 76357",Cancelled,23-06-2025
ORD00671,CUST0064,02-09-2024,20675.77,"1961 Samuel Centers Suite 658, North Brandonville, MN 92250",Shipped,17-12-2024
ORD00672,CUST0025,13-12-2024,18667.37,"PSC 7080, Box 4022, APO AP 16314",Pending,06-06-2025
ORD00673,CUST0075,14-08-2024,43048.99,"9755 Bell Drives, South Daniel, MO 78179",Cancelled,25-11-2024
ORD00674,CUST0108,03-02-2025,10729.05,"380 Karen Union, North Matthewbury, CT 81240",Shipped,07-05-2025
ORD00675,CUST0041,28-12-2024,690.76,"78498 Hernandez Stream Suite 205, Sandersmouth, IL 82609",Delivered,29-05-2025
ORD00676,CUST0148,13-12-2024,22908.86,"1893 Hall Way Suite 050, Stacystad, NE 60022",Delivered,21-03-2025
ORD00677,CUST0049,06-02-2025,1613.13,"04074 Steele Field Suite 491, Michaelbury, MS 42681",Shipped,24-06-2025
ORD00678,CUST0128,09-08-2024,9432.66,"530 Theresa Plain, Barbaraland, LA 68274",Cancelled,08-03-2025
ORD00679,CUST0128,13-07-2024,22998.42,"530 Theresa Plain, Barbaraland, LA 68274",Delivered,20-06-2025
ORD00680,CUST0128,13-05-2025,6128.81,"530 Theresa Plain, Barbaraland, LA 68274",Pending,23-05-2025
ORD00681,CUST0024,17-08-2024,26998.05,"426 Susan Port Apt. 291, Hodgeview, NC 80358",Cancelled,21-01-2025
ORD00682,CUST0130,18-08-2024,9377.94,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Cancelled,03-04-2025
ORD00683,CUST0062,14-11-2024,20462.55,"91933 Billy Trail, Danielview, TX 45112",Shipped,27-12-2024
ORD00684,CUST0150,06-02-2025,48080.93,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Delivered,11-05-2025
ORD00685,CUST0013,04-09-2024,7169.36,"852 Lopez Village Suite 207, Port Victoriashire, OK 57775",Pending,21-05-2025
ORD00686,CUST0073,14-02-2025,42802.25,"0036 Madison Vista Suite 931, Port Bradleytown, MN 55260",Cancelled,21-02-2025
ORD00687,CUST0121,26-07-2024,9740.99,"074 Garrett Falls, East Patrickview, ID 95379",Delivered,10-12-2024
ORD00688,CUST0138,10-08-2024,7134.42,"Unit 6862 Box 4942, DPO AP 75085",Pending,28-09-2024
ORD00689,CUST0028,21-08-2024,35522.7,"6792 Derek Locks, Lake Anthony, NV 08046",Cancelled,19-09-2024
ORD00690,CUST0035,05-02-2025,5599.32,"879 Long Highway, Donaldberg, SC 00661",Delivered,05-02-2025
ORD00691,CUST0094,09-09-2024,2282.36,"0215 Michael Neck, New Andrew, LA 76678",Cancelled,16-04-2025
ORD00692,CUST0094,14-03-2025,44757.14,"0215 Michael Neck, New Andrew, LA 76678",Pending,03-06-2025
ORD00693,CUST0103,29-05-2025,26720.81,"56330 Gregory Locks Suite 739, Jessicaton, NV 89762",Pending,16-06-2025
ORD00694,CUST0146,14-09-2024,8804.36,"090 Campbell Ramp, Hillbury, OH 93809",Shipped,26-10-2024
ORD00695,CUST0093,21-01-2025,6731.67,"8712 Hannah Springs Suite 620, Benjaminport, NE 88927",Delivered,21-01-2025
ORD00696,CUST0019,29-05-2025,9815.7,"441 Lowe Road Apt. 977, Whiteheadmouth, NJ 16120",Cancelled,20-06-2025
ORD00697,CUST0130,15-12-2024,34442.46,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Cancelled,15-01-2025
ORD00698,CUST0141,23-11-2024,1406.96,"1723 Rebecca Points Apt. 526, New Alexisville, NE 66165",Delivered,06-12-2024
ORD00699,CUST0031,08-08-2024,5439.85,"185 Jacqueline Port Apt. 258, North Joshuahaven, KY 79759",Shipped,25-10-2024
ORD00700,CUST0025,19-07-2024,35460.59,"PSC 7080, Box 4022, APO AP 16314",Cancelled,09-05-2025
ORD00701,CUST0096,04-04-2025,35954.79,"957 Adams Radial Suite 894, East Jennifer, CT 50295",Delivered,06-05-2025
ORD00702,CUST0143,19-03-2025,45790.9,"982 Chase Lights, New Nathanland, MN 34432",Delivered,23-05-2025
ORD00703,CUST0037,20-05-2025,1602.98,"7772 Fernando Valleys, West Dianeville, VA 88934",Shipped,01-06-2025
ORD00704,CUST0131,30-10-2024,61082.32,"37507 Moody Mews, New Peggy, NM 36067",Cancelled,20-04-2025
ORD00705,CUST0129,11-09-2024,6269.24,"556 Hernandez Loaf, Reillychester, NE 33398",Pending,29-01-2025
ORD00706,CUST0012,24-08-2024,9224.68,"73612 Jessica Terrace Suite 225, Port Randybury, NY 48818",Pending,07-01-2025
ORD00707,CUST0036,04-11-2024,14601.56,"46988 Erin Glen, Williamshire, WY 87033",Delivered,24-06-2025
ORD00708,CUST0122,15-08-2024,29808.82,"65988 Ann Course, Kevinview, HI 34871",Cancelled,23-12-2024
ORD00709,CUST0039,17-12-2024,12436.99,"729 Taylor Fall, Smithtown, MA 49915",Shipped,24-05-2025
ORD00710,CUST0084,18-08-2024,16017.01,"86180 Denise Pass Apt. 613, North Derek, UT 73292",Delivered,01-05-2025
ORD00711,CUST0042,06-02-2025,43693.8,"2922 Bradley Stream, Fleminghaven, DC 03253",Cancelled,11-02-2025
ORD00712,CUST0077,18-11-2024,43619.95,"80735 Jordan View Suite 904, Lake Nicole, WI 55699",Delivered,30-05-2025
ORD00713,CUST0130,25-02-2025,34032.61,"82335 Campbell Point Suite 375, Micheleborough, ND 62024",Cancelled,14-03-2025
ORD00714,CUST0145,14-01-2025,38033.31,"144 Ortiz Squares, Brandonfort, OH 10167",Delivered,22-06-2025
ORD00715,CUST0122,05-04-2025,68559.21,"65988 Ann Course, Kevinview, HI 34871",Pending,05-04-2025
ORD00716,CUST0095,30-01-2025,19158.87,"813 Matthew Forge, Lake Josephport, TN 23892",Delivered,23-04-2025
ORD00717,CUST0029,30-09-2024,31043.58,"462 Jones Flat, Jesseville, SC 29508",Cancelled,17-11-2024
ORD00718,CUST0150,22-07-2024,6187.14,"02912 Garcia Run Apt. 754, Lake Jason, WV 89270",Delivered,07-03-2025
ORD00719,CUST0007,25-01-2025,17590.17,"PSC 7524, Box 0487, APO AP 43907",Cancelled,26-03-2025
ORD00720,CUST0068,29-08-2024,4725.3,"04606 Wilcox Brooks, Richardmouth, KS 27895",Shipped,18-09-2024
ORD00721,CUST0014,18-08-2024,30848.94,"29116 Chen Lane, East Briannaburgh, NM 35111",Cancelled,30-03-2025
ORD00722,CUST0044,22-10-2024,17243.01,"9881 George Forges, Newmanburgh, WV 34676",Cancelled,08-04-2025
ORD00723,CUST0038,20-03-2025,23283.79,"USCGC Knight, FPO AP 65513",Shipped,31-03-2025
ORD00724,CUST0009,23-09-2024,7795.5,"125 Johnson Isle, Smithview, AK 35219",Pending,31-12-2024
ORD00725,CUST0049,09-11-2024,8103.42,"04074 Steele Field Suite 491, Michaelbury, MS 42681",Pending,02-04-2025
ORD00726,CUST0113,12-01-2025,22822.16,"051 Rhonda Heights, New Danielleton, SD 52959",Delivered,22-05-2025
ORD00727,CUST0108,26-09-2024,40573.43,"380 Karen Union, North Matthewbury, CT 81240",Shipped,19-11-2024
ORD00728,CUST0106,26-02-2025,26999.76,"53110 Ramirez Mews Apt. 184, Port Benjamin, AK 44399",Shipped,18-03-2025
ORD00729,CUST0106,03-05-2025,46020.84,"53110 Ramirez Mews Apt. 184, Port Benjamin, AK 44399",Cancelled,12-05-2025
ORD00730,CUST0016,02-04-2025,22667.48,"848 Frederick Points, New Becky, ME 29267",Shipped,01-05-2025
ORD00731,CUST0133,13-05-2025,14443.97,"656 Hughes Brooks Suite 558, Garciamouth, CO 74994",Shipped,31-05-2025
ORD00732,CUST0144,03-06-2025,8184.21,"577 Cody Loop, North Wendy, ID 28886",Delivered,22-06-2025
ORD00733,CUST0123,23-11-2024,5815.79,"5651 Clinton Mountains, North Brian, NM 79514",Cancelled,26-11-2024
ORD00734,CUST0081,22-12-2024,34793.92,"661 Patterson Motorway, Peterton, ID 33359",Shipped,29-03-2025
ORD00735,CUST0118,13-11-2024,26859,"48562 Strickland Fords Suite 280, North Ryanhaven, WA 46142",Delivered,16-06-2025
ORD00736,CUST0140,01-11-2024,32635.07,"80977 Richard Radial Apt. 007, Alberttown, MO 50307",Delivered,23-04-2025
ORD00737,CUST0068,16-10-2024,47066.36,"04606 Wilcox Brooks, Richardmouth, KS 27895",Cancelled,16-10-2024
ORD00738,CUST0050,05-03-2025,13215.98,"2003 Graham Lodge, New Tammyburgh, IN 96092",Shipped,10-05-2025
ORD00739,CUST0072,06-11-2024,5831.3,"4691 Reyes Extension Apt. 334, New Kathy, FL 74751",Delivered,26-04-2025
ORD00740,CUST0058,24-05-2025,12880.29,"2818 Gordon Locks, East Haley, ME 84438",Delivered,15-06-2025
ORD00741,CUST0074,15-10-2024,20135.55,"89323 Sharon Views Suite 101, North Annette, WV 96989",Shipped,01-04-2025
ORD00742,CUST0126,02-05-2025,14089.93,"25940 Adam Green Suite 707, Trevinoborough, RI 12991",Delivered,15-06-2025
ORD00743,CUST0123,02-02-2025,5701.86,"5651 Clinton Mountains, North Brian, NM 79514",Delivered,14-04-2025
ORD00744,CUST0144,25-04-2025,42914.17,"577 Cody Loop, North Wendy, ID 28886",Delivered,20-06-2025
ORD00745,CUST0074,25-03-2025,7579.48,"89323 Sharon Views Suite 101, North Annette, WV 96989",Pending,08-05-2025
ORD00746,CUST0147,07-01-2025,16854.36,"61857 Brown Lane Suite 975, West Richard, NE 73998",Cancelled,24-01-2025
ORD00747,CUST0102,01-02-2025,20589.07,"839 Gallagher Flat, North Crystal, AK 75700",Delivered,11-06-2025
ORD00748,CUST0038,13-09-2024,12852.12,"USCGC Knight, FPO AP 65513",Delivered,10-01-2025
ORD00749,CUST0011,31-12-2024,44072.53,"74388 Candice Isle Apt. 687, Barnesland, PA 07149",Delivered,01-01-2025
ORD00750,CUST0021,28-01-2025,55184.28,"91232 Kara Locks, Josephchester, MS 92302",Delivered,28-03-2025
ORD00751,CUST0114,15-03-2025,52636.26,"09944 Jasmine Ranch, Alexanderland, WA 94550",Delivered,20-04-2025
ORD00752,CUST0123,18-05-2025,14672.29,"5651 Clinton Mountains, North Brian, NM 79514",Shipped,23-06-2025
ORD00753,CUST0052,25-11-2024,17068.56,"353 Watson Fields, Danielbury, MT 50463",Delivered,17-05-2025
ORD00754,CUST0144,21-10-2024,14004.72,"577 Cody Loop, North Wendy, ID 28886",Delivered,25-04-2025
ORD00755,CUST0036,08-10-2024,30771.09,"46988 Erin Glen, Williamshire, WY 87033",Pending,02-02-2025
ORD00756,CUST0062,24-05-2025,42461.28,"91933 Billy Trail, Danielview, TX 45112",Shipped,22-06-2025
ORD00757,CUST0013,28-01-2025,28350.84,"852 Lopez Village Suite 207, Port Victoriashire, OK 57775",Shipped,03-02-2025
ORD00758,CUST0060,05-07-2024,4016.76,"8218 Johnson Land Suite 460, Steventon, WY 01199",Pending,24-12-2024
ORD00759,CUST0026,19-10-2024,45126.35,"266 Anthony Lock Apt. 703, Lake Albertstad, MO 24031",Cancelled,15-12-2024
ORD00760,CUST0085,13-02-2025,12162.21,"962 Hawkins Summit Suite 417, Lake Erinstad, AK 00686",Cancelled,23-02-2025
ORD00761,CUST0026,16-01-2025,28646.87,"266 Anthony Lock Apt. 703, Lake Albertstad, MO 24031",Shipped,07-05-2025
ORD00762,CUST0002,03-07-2024,24440.29,"38682 Gonzales Station Suite 566, Gwendolynview, ME 23710",Shipped,19-05-2025
ORD00763,CUST0105,31-03-2025,37018.31,"467 Floyd Center Apt. 365, North Amberfurt, MI 25792",Cancelled,08-04-2025
ORD00764,CUST0123,13-06-2025,27908.89,"5651 Clinton Mountains, North Brian, NM 79514",Shipped,14-06-2025
ORD00765,CUST0074,11-03-2025,11305.96,"89323 Sharon Views Suite 101, North Annette, WV 96989",Delivered,20-03-2025
ORD00766,CUST0074,12-03-2025,52209.02,"89323 Sharon Views Suite 101, North Annette, WV 96989",Pending,09-04-2025
ORD00767,CUST0023,11-12-2024,22869.01,"574 Adams Corners Suite 929, South Jessicabury, MD 28232",Shipped,29-01-2025
ORD00768,CUST0137,10-04-2025,31290.87,"3901 Oliver Course, North Ryanside, ND 53519",Pending,19-04-2025
ORD00769,CUST0045,11-02-2025,2704.52,"47504 Martinez Locks Suite 175, Michaelberg, AZ 49693",Cancelled,01-05-2025
ORD00770,CUST0046,02-09-2024,43631.12,"3232 Nicholas Ferry Apt. 112, Lisaville, VT 08259",Pending,24-04-2025
ORD00771,CUST0102,20-11-2024,9245.32,"839 Gallagher Flat, North Crystal, AK 75700",Cancelled,31-12-2024
ORD00772,CUST0048,08-01-2025,27479.02,"03868 Alfred Harbor, Jessicaport, OK 85057",Delivered,18-05-2025
ORD00773,CUST0010,17-09-2024,50035.5,"840 Charles Mission Suite 798, Port Evelyn, VT 92913",Pending,16-10-2024
ORD00774,CUST0077,12-11-2024,15896.84,"80735 Jordan View Suite 904, Lake Nicole, WI 55699",Pending,24-12-2024
ORD00775,CUST0086,05-10-2024,24955.28,"1257 Amber Mission Suite 764, Santosville, VT 86879",Delivered,07-05-2025
ORD00776,CUST0117,21-11-2024,19158.87,"2902 Andrea Falls Apt. 573, South Jameston, MN 43369",Cancelled,11-05-2025
ORD00777,CUST0035,10-08-2024,38484.94,"879 Long Highway, Donaldberg, SC 00661",Cancelled,10-01-2025
ORD00778,CUST0070,08-01-2025,801.49,"91496 Buchanan Dam, South Brian, MA 75185",Shipped,14-01-2025
ORD00779,CUST0029,21-10-2024,40023.29,"462 Jones Flat, Jesseville, SC 29508",Delivered,18-03-2025
ORD00780,CUST0042,11-05-2025,16740.3,"2922 Bradley Stream, Fleminghaven, DC 03253",Cancelled,16-05-2025
ORD00781,CUST0066,26-11-2024,4564.72,"31993 Phillips Corners Suite 809, Lake Zachary, UT 00736",Shipped,12-03-2025
ORD00782,CUST0004,25-06-2024,8608.57,"PSC 0867, Box 7437, APO AA 66424",Delivered,26-08-2024
ORD00783,CUST0076,03-12-2024,5716.34,"2655 Johnny Extension, Brendanburgh, HI 19369",Shipped,25-05-2025
ORD00784,CUST0045,23-08-2024,23689.9,"47504 Martinez Locks Suite 175, Michaelberg, AZ 49693",Cancelled,19-05-2025
ORD00785,CUST0110,16-04-2025,37338.12,"474 Antonio Trafficway, North Henry, WI 97039",Delivered,25-04-2025
ORD00786,CUST0023,08-11-2024,8039.09,"574 Adams Corners Suite 929, South Jessicabury, MD 28232",Cancelled,18-03-2025
ORD00787,CUST0025,24-02-2025,37413.97,"PSC 7080, Box 4022, APO AP 16314",Shipped,19-06-2025
ORD00788,CUST0036,28-11-2024,37581.71,"46988 Erin Glen, Williamshire, WY 87033",Cancelled,24-05-2025
